-0.006587028503417969	-5.02592658996582	1.0
-0.2518315315246582	-1.5022695064544678	1.0
-6.59065055847168	-0.0013742446899414062	1.0
-0.014279603958129883	-4.256051063537598	1.0
-0.15397211909294128	-1.9469823837280273	1.0
-5.774379730224609	-0.0031108856201171875	1.0
-5.425450325012207	-0.00441288948059082	1.0
-6.424263954162598	-0.001622915267944336	1.0
-6.597292900085449	-0.0013649463653564453	1.0
-0.010763406753540039	-4.536977767944336	1.0
-0.025397539138793945	-3.6857783794403076	1.0
-0.032227516174316406	-3.451005458831787	1.0
-4.503535270690918	-0.011131525039672852	1.0
-0.009718894958496094	-4.638540744781494	1.0
-4.742359161376953	-0.008756279945373535	1.0
-5.35626745223999	-0.004729747772216797	1.0
-5.6634368896484375	-0.0034766197204589844	1.0
-0.02274143695831299	-3.794912815093994	1.0
-5.689490795135498	-0.003386974334716797	1.0
-5.593256950378418	-0.0037298202514648438	1.0
-0.002228975296020508	-6.107326507568359	1.0
-5.6605353355407715	-0.00348663330078125	1.0
-0.014554023742675781	-4.237155437469482	1.0
-0.19362318515777588	-1.7370911836624146	1.0
-0.007814645767211914	-4.855672836303711	1.0
