Price,Pad
10.0,0.0
10.099833416646828,0.0
10.198669330795061,0.0
10.29552020666134,0.0
10.38941834230865,0.0
10.479425538604204,0.0
10.564642473395036,0.0
10.644217687237692,0.0
10.717356090899523,0.0
10.783326909627483,0.0
10.841470984807897,0.0
10.891207360061436,0.0
10.932039085967226,0.0
10.963558185417194,0.0
10.98544972998846,0.0
10.997494986604055,0.0
10.999573603041505,0.0
10.991664810452468,0.0
10.973847630878195,0.0
10.946300087687414,0.0
10.909297426825681,0.0
10.863209366648874,0.0
10.80849640381959,0.0
10.74570521217672,0.0
10.675463180551152,0.0
10.598472144103956,0.0
10.515501371821465,0.0
10.42737988023383,0.0
10.334988150155905,0.0
10.239249329213981,0.0
10.141120008059866,0.0
10.04158066243329,0.0
9.94162585657242,0.0
9.842254305856752,0.0
9.744458897973168,0.0
9.64921677231038,0.0
9.557479556705147,0.0
9.470163859091507,0.0
9.38814210905728,0.0
9.312233840816026,0.0
9.243197504692072,0.0
9.181722888935589,0.0
9.128424227586411,0.0
9.083834063250546,0.0
9.048397926110484,0.0
9.022469882334903,0.0
9.006308996366535,0.0
9.0000767424359,0.0
9.00383539116416,0.0
9.017547387375668,0.0
9.041075725336862,0.0
9.074185317672267,0.0
9.116545344279848,0.0
9.1677325577761,0.0
9.227235512444013,0.0
9.294459674429609,0.0
9.36873336212768,0.0
9.449314457402362,0.0
9.535397820586244,0.0
9.626123335169764,0.0
9.720584501801074,0.0
9.817837495727906,0.0
9.916910597182504,0.0
10.016813900484351,0.0
10.116549204850493,0.0
10.215119988087816,0.0
10.31154136351338,0.0
10.404849920616599,0.0
10.494113351138608,0.0
10.5784397643882,0.0
10.656986598718788,0.0
10.728969040125877,0.0
10.793667863849153,0.0
10.850436620628566,0.0
10.898708095811626,0.0
10.937999976774739,0.0
10.967919672031487,0.0
10.988168233877001,0.0
10.998543345374605,0.0
10.998941341839773,0.0
10.989358246623382,0.0
10.969889810845086,0.0
10.940730556679773,0.0
10.902171833756293,0.0
10.854598908088281,0.0
10.79848711262349,0.0
10.734397097874114,0.0
10.662969230082181,0.0
10.584917192891762,0.0
10.501020856457885,0.0
10.412118485241757,0.0
10.319098362349353,0.0
10.222889914100247,0.0
10.124454423507062,0.0
10.024775425453358,0.0
9.92484887953819,0.0
9.825673218777018,0.0
9.728239373589055,0.0
9.633520870748072,0.0
9.542464106224678,0.0
9.45597888911063,0.0
9.374929351107117,0.0
9.300125312406456,0.0
9.232314190236417,0.0
9.172173530914346,0.0
9.12030424002833,0.0
9.077224578387193,0.0
9.043364983729811,0.0
9.019063769933508,0.0
9.004563746693623,0.0
9.000009793449296,0.0
9.00544741179601,0.0
9.020822270848683,0.0
9.045980750097911,0.0
9.080671474335324,0.0
9.124547825311572,0.0
9.177171405031292,0.0
9.238016416080967,0.0
9.306474915222879,0.0
9.381862887762967,0.0
9.463427081999566,0.0
9.5503525354654,0.0
9.641770717763173,0.0
9.7367682086342,0.0
9.83439582455169,0.0
9.9336781026488,0.0
10.033623047221138,0.0
10.133232041419944,0.0
10.231509825101538,0.0
10.327474439137694,0.0
10.42016703682664,0.0
10.508661464372375,0.0
10.592073514707224,0.0
10.669569762196602,0.0
10.740375889952448,0.0
10.803784426551621,0.0
10.859161814856497,0.0
10.905954742308463,0.0
10.943695669444105,0.0
10.972007501394977,0.0
10.99060735569487,0.0
10.999309388747918,0.0
10.998026652716362,0.0
10.986771964274613,0.0
10.965657776549277,0.0
10.934895055524683,0.0
10.894791172140504,0.0
10.845746831142934,0.0
10.788252067375316,0.0
10.722881349511976,0.0
10.650287840157116,0.0
10.571196869659987,0.0
10.486398688853798,0.0
10.396740573130613,0.0
10.303118356745703,0.0
10.206467481937796,0.0
10.107753652299442,0.0
10.007963183785936,0.0
9.908093149772318,0.0
9.80914141862581,0.0
9.712096683334934,0.0
9.61792858281599,0.0
9.527578013601534,0.0
9.44194772871322,0.0
9.36189331765205,0.0
9.288214657630878,0.0
9.221647921465701,0.0
9.162858221980253,0.0
9.112432966418496,0.0
9.07087598726563,0.0
9.038602508120443,0.0
9.015934994918357,0.0
9.003099933958405,0.0
9.00022556892699,0.0
9.007340619529367,0.0
9.024373994531842,0.0
9.051155502081876,0.0
9.087417550208816,0.0
9.13279782051442,0.0
9.186842888338514,0.0
9.249012753228325,0.0
9.3186862344445,0.0
9.395167177593716,0.0
9.477691410373268,0.0
9.565434377928106,0.0
9.657519381530388,0.0
9.753026338263378,0.0
9.851000974185801,0.0
9.950464359121632,0.0
10.050422687806815,0.0
10.149877209662952,0.0
10.24783420798296,0.0
10.343314928819899,0.0
10.435365360372893,0.0
10.5230657651577,0.0
10.605539869719601,0.0
10.681963620068135,0.0
10.751573415352151,0.0
10.813673737507106,0.0
10.86764410064167,0.0
10.912945250727628,0.0
10.949124553647895,0.0
10.975820517766977,0.0
10.992766405835907,0.0
10.999792900142669,0.0
10.9968297942788,0.0
10.983906694618616,0.0
10.961152724502115,0.0
10.92879523407724,0.0
10.887157528692349,0.0
10.836655638536056,0.0
10.777794161801094,0.0
10.71116122290598,0.0
10.63742259615024,0.0
10.557315053517659,0.0
10.471639003094197,0.0
10.38125049165494,0.0
10.287052651327725,0.0
10.189986675795438,0.0
10.091022416199845,0.0
9.991148690709597,0.0
9.89136340457592,0.0
9.792663579393238,0.0
9.696035391188953,0.0
9.602444316878564,0.0
9.51282548753949,0.0
9.428074344890437,0.0
9.34903769433375,0.0
9.276505243955755,0.0
9.21120171402458,0.0
9.15377959582483,0.0
9.104812632180318,0.0
9.064790084805459,0.0
9.03411184576393,0.0
9.01308444187935,0.0
9.001917972020603,0.0
9.000724007863372,0.0
9.009514479102844,0.0
9.028201554256137,0.0
9.056598518245446,0.0
9.094421637993376,0.0
9.141292997390071,0.0
9.196744273306047,0.0
9.260221414922107,0.0
9.33109017962198,0.0
9.408642470134875,0.0
9.492103409609378,0.0
9.580639083926773,0.0
9.673364873895277,0.0
9.769354294072608,0.0
9.867648249902228,0.0
9.967264620669155,0.0
10.067208072525478,0.0
10.16648000353716,0.0
10.264088521384473,0.0
10.359058354022169,0.0
10.450440594275388,0.0
10.537322181006475,0.0
10.61883502212004,0.0
10.694164668252245,0.0
10.762558450479602,0.0
10.823333000738081,0.0
10.875881079810892,0.0
10.91967764466202,0.0
10.954285094492699,0.0
10.979357643103917,0.0
10.994644773877837,0.0
10.99999374285702,0.0
10.99535110491156,0.0
10.980763247745152,0.0
10.956375928404503,0.0
10.922432816923086,0.0
10.879273061650723,0.0
10.827327900595378,0.0
10.767116352635528,0.0
10.699240031655098,0.0
10.624377135416392,0.0
10.543275669232244,0.0
10.456745972144192,0.0
10.365652620282617,0.0
10.27090578830787,0.0
10.173452155245892,0.0
10.074265445584357,0.0
9.97433670013944,0.0
9.874664373903567,0.0
9.776244359813203,0.0
9.680060038115801,0.0
9.587072450759457,0.0
9.498210698979426,0.0
9.414362660025699,0.0
9.336366115787033,0.0
9.265000381951221,0.0
9.200978521340383,0.0
9.14494021922293,0.0
9.097445391789813,0.0
9.058968591657047,0.0
9.029894266292814,0.0
9.010512916745464,0.0
9.001018195053051,0.0
9.001504969336185,0.0
9.011968375907138,0.0
9.032303867866196,0.0
9.06230825969972,0.0
9.101681757442645,0.0
9.150030954120673,0.0
9.206872760542716,0.0
9.271639232168406,0.0
9.343683243822213,0.0
9.422284955554268,0.0
9.506659005043225,0.0
9.595962354676935,0.0
9.689302714905628,0.0
9.785747459704115,0.0
9.884332945062763,0.0
9.984074137399901,0.0
10.083974455691747,0.0
10.183035728980588,0.0
10.280268169769023,0.0
10.374700263649462,0.0
10.465388476354958,0.0
10.55142668124169,0.0
10.631955213006885,0.0
10.706169457180334,0.0
10.773327889566225,0.0
10.832759485307779,0.0
10.883870423545831,0.0
10.926150020680529,0.0
10.95917583295308,0.0
10.982617877364142,0.0
10.996241928754863,0.0
10.999911860107268,0.0
10.993591002680395,0.0
10.977342512392259,0.0
10.951328738786781,0.0
10.91580960289082,0.0
10.871140000169177,0.0
10.817766254526441,0.0
10.756221658786062,0.0
10.687121146204738,0.0
10.611155146262597,0.0
10.529082686120024,0.0
10.441723806669224,0.0
10.349951368956662,0.0
10.254682332844029,0.0
10.15686859504841,0.0
10.057487478104925,0.0
9.957531965283048,0.0
9.858000779025998,0.0
9.759888402046219,0.0
9.664175140782858,0.0
9.57181733050385,0.0
9.483737779920073,0.0
9.400816550785734,0.0
9.32388216461223,0.0
9.253703324355083,0.0
9.190981233788094,0.0
9.136342591307043,0.0
9.090333328166471,0.0
9.053413153715038,0.0
9.025950962131674,0.0
9.008221146556885,0.0
9.000400857447197,0.0
9.002568232546352,0.0
9.014701616158797,0.0
9.036679775526238,0.0
9.068283112145295,0.0
9.109195855923138,0.0
9.1590092202479,0.0
9.21722548644935,0.0
9.283262976839342,0.0
9.356461866643,0.0
9.436090776749737,0.0
9.521354081411586,0.0
